mac,mean_distance
11,2182.468089796751
144,2847.580167981
44,801.3275858835419
37,316.36167183875034
20,2210.9917499515777
46,2620.243587216225
19,2312.6624527163176
39,1001.4448803252294
168,2624.9119663428332
134,1601.997932347298
65,2216.7209651524213
21,736.3620701199404
64,1854.8797463989167
32,2473.332857825046
35,1271.8659259602227
110,1976.6576964047058
86,1837.4364769357285
28,1195.1011598181105
18,2768.012452618401
107,1317.2214076534005
70,2152.641651166461
11,1923.3257865635528
20,138.88184268864882
132,3349.5670987029375
13,3185.4480478362457
184,1546.1879986265917
12,469.0077615701991
25,1924.5948531434615
17,1110.1153973614453
45,1379.8474972731067
63,1281.7758242642194
11,2776.7645911150285
29,1746.710372056275
60,1396.5687081577705
26,1968.4743892441325
61,2669.69698465469
46,375.96101801114975
29,1362.5927996721005
105,3004.527889612794
93,1840.379709724708
70,2428.089373800352
11,659.8811711193296
46,1503.5438347310808
21,347.4662598907931
29,973.2116892245842
107,1566.0194986522565
26,996.6075990764156
45,1256.8926352772132
36,2445.315728950995
159,2733.5681567979077
26,2632.8672843306445
36,781.9247516970883
130,3458.196270369232
27,1596.0631333081092
33,1954.2478537153816
35,2296.997576428275
14,1219.9806287860038
149,1924.3889485995733
96,1719.9616539550718
21,521.0041913996569
114,2125.898079370378
25,565.7876205517751
177,4439.22113606206
13,2222.4444048836344
32,904.485949677036
113,2665.119792396539
75,2342.397128794834
125,1404.9996661152334
64,2420.65002115466
144,2689.7632359977583
13,1031.7322911357578
38,1657.0138305781475
71,2502.0939452289285
56,1371.0588485208784
49,1671.4646336850633
19,1147.403485832636
39,1766.5491705695472
37,1707.5321013957473
11,775.0772105632476
15,1803.8684434226714
38,1247.0711179348643
23,1906.8389761513365
47,1716.2168677981197
161,1806.1734282358518
83,663.3235357351074
54,2032.2406101212791
55,877.2035542509998
29,1471.0950892872008
48,2403.7087368449215
158,1413.7612598161566
24,2732.040074775974
134,1981.6485364757302
90,2812.975254193328
133,1919.8794130290503
56,1276.0504359349454
22,1914.3522983866283
65,1583.4390875348797
96,1065.7510525536065
16,2439.730951137931
168,1970.5359215212618
137,1673.1701680727151
143,2238.8450685336975
101,2627.329180416488
12,684.5856982132219
158,2048.3817896311107
111,1961.464624514687
11,1.0540062614541894
112,3190.150026722522
51,1411.1763819492426
99,1135.302669961987
22,1074.5363423693427
23,699.4554892541636
51,1624.5900555961464
120,2540.124859613965
31,2600.665699310214
108,1926.3449005840405
85,1383.3781466678067
118,3012.906423173807
14,2478.2461241270803
67,1609.5939250661575
99,2106.3566611986153
82,2759.113474712224
176,2002.928918876225
11,1054.8652353687921
107,1614.6313609546219
161,1396.049821815874
12,366.13997598322754
26,644.4798721318389
18,2447.7405165071496
17,806.3340615044372
57,815.3824817755831
55,1230.0988904681633
52,537.1741319216716
15,1632.0391856554309
114,2636.4338731825155
10,463.51668369228145
177,3971.884482648238
49,2495.5794030411894
14,1502.913214176039
12,1718.967162867522
24,730.029798108279
55,2999.722660575498
10,358.0503390609239
53,2459.419385137833
34,2270.1631538976058
58,483.984201111424
71,1681.213420887061
47,800.3858860356048
16,2708.2567347337804
26,1575.7338023921686
19,1863.3255485370685
36,2276.6040197941325
29,1290.8526305561254
102,2035.0443307244357
31,1048.2011133853593
33,1668.632394923811
66,2026.9131855135386
10,1289.1553882209305
74,1081.787827394131
34,903.1478837816087
46,1338.727739848172
126,1406.5683320766234
12,1390.6955588021249
43,1125.8323478848818
10,782.1179794706951
14,843.4472564149294
9,316.45483227871756
13,609.4845389547379
36,1483.2440293231507
41,1135.392237493065
46,911.7839942095804
14,845.8253744103027
21,1255.3059295954024
35,3077.1939069636383
91,2964.248543052935
97,3054.223046056754
68,1502.101697345876
33,180.65481373344818
17,2276.534352879283
10,626.9953574822476
159,2492.5221365454286
13,889.2358760272639
48,1087.6661790874027
156,2002.8469769318317
88,868.4614930858586
103,1249.3767235826122
36,2605.996565422232
11,276.34765712186146
12,2606.028335424922
44,811.1097786478842
107,2236.410702175434
21,561.807485831072
64,1228.0475965786725
12,2679.5202408792484
26,1337.8202620995046
23,801.3868901161444
15,567.0944983239243
21,1944.0741706841209
11,232.6427496905553
30,1738.3878964691846
40,2637.697372769983
36,370.51901712520464
39,1525.6122748378696
12,731.5403352609989
51,1025.3697862559457
42,470.26898813362965
11,2363.5763705590407
10,158.67915941145247
22,4021.217494414995
13,2200.380073092318
18,815.9549120786144
53,3247.717966980783
172,2322.943626674743
49,2949.1996125390115
48,2613.336668758822
161,2037.1695838455641
57,2730.1324626667406
19,648.377523860936
35,2439.904892143007
10,678.50639295323
39,1514.6131601454606
15,1138.0989547801548
111,1640.8713728313926
98,703.584551433074
24,711.9304521807683
16,1273.097548789087
10,1098.1653619854012
49,2114.3142881227936
27,889.3584229967825
126,1527.4996947919783
107,1484.2429225230514
75,1791.4375955071796
38,1194.659754481886
102,1175.9584129366037
68,958.4913416489758
118,2596.297004260053
44,1872.3565706045467
9,762.8803161560623
20,792.4559947154098
13,2487.6193574624017
130,1877.7915001121291
87,1010.521368520141
13,207.73208869424167
124,1668.7247215510797
80,1634.6074870415177
20,2726.1056577099685
25,667.1375171929517
78,1556.2583631506745
32,3009.079347385423
49,1663.7634153064873
22,1676.5457585228671
15,424.5510116080052
13,571.22021343807
105,1424.6245045085197
26,1117.6809693686853
132,3338.5951338082928
38,3081.3075529280454
27,2197.372693775698
142,4762.062007563023
88,2826.3167851248527
13,3398.1957665966424
13,2071.3029255627275
30,2136.262598287424
14,1171.9864303285933
35,1500.7863104865824
66,1141.282833164638
117,2181.4410583511026
26,1036.6187852745045
22,1706.3046961552022
30,2879.794880722755
166,4182.474214055143
109,1223.4510693587779
44,1859.8163827955038
39,1775.0309648277794
60,2365.114321541035
10,633.8275081784824
7,299.7033901346131
142,2179.896831492685
143,1826.684431964036
160,2102.8356174926153
47,2952.654955754774
57,1576.7852165123631
23,953.7029871957565
86,990.1114284022144
28,1325.1044190509388
37,2799.426246422277
41,1475.9508841994148
23,1901.3543654600671
14,288.6723831254581
90,2057.319621609672
19,56.36351752454267
118,2218.5959770546265
30,1563.612036694097
25,1327.3366588822985
11,820.309638315189
64,806.1238691375211
83,1503.8146634808945
17,1047.9531172953452
43,1307.5741112217133
65,2087.7493126460977
31,788.8788113256747
140,1645.6619294574823
62,819.5674522012569
30,2654.2671762222035
101,1836.3993486815348
21,561.0183025264848
166,3692.7073624062714
37,1448.1145402658524
28,936.0498201626012
34,261.0294497670885
36,1167.7157527908578
54,3098.739925442158
21,836.2026994596894
14,2713.9777388561834
148,3474.42952944189
104,1937.1992025223587
21,1841.6830646907767
18,828.6644281889478
14,1512.7435048059735
176,1264.7988669545794
48,1435.2892083597278
16,1207.234114960555
71,2667.6530856676004
16,2064.1129067977968
11,2904.4795820372005
27,707.8055078786027
19,2563.150689515378
79,2867.7812319175623
20,1566.145277357631
26,1700.8359528374801
20,167.97390412372286
18,3531.5421623267057
43,2096.585585108348
96,1808.5106970173592
131,2675.0688748909793
23,1080.4758266125637
8,2867.285684010094
23,1216.5928843032593
12,1164.8315867236124
14,2329.081095568106
89,1731.845236863136
12,85.95899995440874
21,2643.1353214600695
115,1193.1167469414593
44,2191.958994632937
16,794.1385001741863
12,690.7712517246458
56,1616.6125136990474
128,1970.3523120493323
65,1260.1509719113153
20,3118.133325117709
70,2029.2102682897307
164,1905.8112809399504
148,4317.113169293375
29,3118.0166620974674
24,4096.978333209606
14,2124.227987915271
22,2101.0734583512944
12,999.0951329752828
23,2147.9596191926835
94,1983.0509625690229
18,637.0116813708477
27,1392.4616036324026
28,1191.4046879234393
54,1658.3103556861336
13,534.0544929125728
142,1892.5919405218874
97,1584.8682783862873
123,1546.6958950345852
11,1816.399728781556
107,1912.6906223118474
98,2015.189576562784
118,2932.8160463342824
18,1229.845830042623
33,1554.8977942783508
65,1681.3391480923888
36,1239.4483155148725
113,2589.662174870613
17,1562.7800220715153
81,1013.6652065095622
41,3445.726400483179
30,1849.7207796187483
75,1044.1736800583794
59,915.8113268873128
156,2380.7757520957284
37,2088.710780748356
40,1130.0288476563965
9,640.2656991920298
121,1026.9259819767185
165,3622.6274204325446
24,1574.4146946944156
174,1805.378642687141
15,66.50661096358174
11,1183.6122781101035
17,334.1637148858383
62,1429.2256844485448
159,1881.4561770524883
31,942.4968714564045
24,1319.818753621607
61,836.6077043763012
9,529.6075831410676
33,568.7335177308057
14,1395.6555913707025
42,3149.2357046906554
36,1045.25931298956
16,1117.8081564095803
48,2638.4296039674236
55,1310.3177761723982
32,1583.2450899046023
90,1996.3387855106535
9,272.382678702948
155,2065.120865240559
154,1902.7736834672683
72,1071.0255839954682
15,1928.8663677053423
17,1692.619581191991
71,2013.5961460739716
12,2678.3870825864224
50,1119.1899772388647
36,3206.0205462713484
7,2730.987358596063
175,2483.047640757789
50,896.2918193309841
15,2923.1524355897154
39,987.5990510877971
15,718.1740612528663
106,2270.5997077619577
98,1929.3986463261722
60,1581.5058324811298
169,2001.831515435312
67,1866.3964730553282
21,262.8013772230765
58,1108.666044576589
12,1982.65262548542
67,2988.1155388060433
120,2103.5875614091415
187,4041.066285674892
11,462.3670743431844
179,3700.421382036527
43,1552.9810222381234
11,1503.2307020782719
84,2005.9355492573775
161,2442.937408097416
19,2728.6490290054094
158,1453.6507468855289
135,1685.356575155465
89,1259.696881826449
37,1702.5054162788729
93,1536.1060984149578
18,2261.4111405617195
11,2107.81973433411
26,607.202139007993
39,1357.7756786684658
11,1988.5410333536722
135,3622.4473718394406
76,2234.6052430684776
57,642.3396850608592
72,1866.267241788907
16,1085.4491012789072
15,1249.1232109258958
34,3008.6429587358402
81,1796.5254732388455
13,1499.8300012543446
13,816.1471402225852
25,1224.4561013899954
154,2573.8782855204363
24,1561.3657275276555
15,1177.0010605504538
41,1130.2833340788366
50,1923.4764619337668
16,671.3947745582066
28,1215.5965871282967
39,840.2130682115211
11,1199.4903653349195
29,2054.0059934998862
49,1573.867310172959
90,2212.1355028930348
13,1544.3343278038813
8,296.0477911203924
17,342.89033990330944
109,2495.269560203534
22,1831.661225039333
43,1072.197409236002
10,1808.7702498416688
33,1380.213982254296
15,2653.204561404707
14,764.5957117836834
18,1229.0997723551582
54,2458.0944363862773
125,2762.89932645687
47,1705.825128299121
65,2818.659866436671
173,1696.1365039448679
28,2512.344318138995
101,1764.0477240213804
37,1664.4967247041463
31,1905.5975350402623
87,2560.0875674155045
22,506.50304643007894
46,1802.7896404009127
92,1497.158646241873
10,987.1428479070184
21,1535.4109285974557
146,2238.9876053377907
26,1300.1850939979981
25,562.6965628812818
33,1196.1317949822524
10,1601.59255526954
46,2125.014901068559
23,1068.7032748148176
11,181.18096967566228
62,2046.6284016467082
18,2244.3863786802035
139,2129.747175353367
42,816.0681446970948
42,2835.319612140845
104,1339.007807307333
27,1290.8161204665232
189,2119.8757203172777
90,1789.1645634129402
86,1592.1950697922878
14,1292.9267027338965
17,994.4988717566987
118,2100.9355860329824
62,2462.2403792957607
12,1204.6761094994795
58,1133.550113495947
18,3134.0078226790793
25,2477.931044879758
69,565.7040649518138
9,322.8544807075972
18,1285.5320438133338
52,808.5101235712589
13,1427.3424276591768
132,1346.2802578085543
115,1830.569849140205
36,1715.3292561003288
15,911.4612488924247
18,1345.8655086712233
41,1296.5700681978649
12,275.3900819585555
62,2598.4068137209665
16,2217.4439868954846
42,1298.9751150652196
32,1350.8271635516187
29,756.2269588187672
76,2876.3526917758095
47,1383.071239042479
49,1262.5785593170608
8,292.98901622824235
54,1870.389880970718
30,1098.4739612456524
96,1503.483729980645
20,1037.756046642988
63,1320.4401524044856
26,900.569614269422
106,1868.6122210924304
11,74.5401423895297
54,1337.4010900625901
173,2167.319844552512
11,1766.1935588197184
15,285.93942339952156
19,1455.4823558945375
24,193.23967863500167
24,550.0986797831856
35,2138.6164095390614
37,1664.2515730118653
14,868.942026747035
17,1386.4185776627628
